clean_content;polarity
allah chat gpt;neutral
butuh chat gpt premium;positive
chat gpt koentji;positive
chat gpt je;neutral
beda guys kali gamenya ambil ai ya guys chat gpt gemini grok meta ai dll ya suka suka ai ya jawab tertawa jahat;positive
janji stop clingy mending chat gpt clingy;positive
chat gpt ku udah kasih nama kalo chat manggil nama manggil nama;positive
mba curhat mending curhat chat gpt;positive
sebenernya pribadi takut dg gagal tunang cm usaha denial aja amp harap orang yg jujur tp after ketemu chat gpt jd takut amp trust issue ku;negative
dar chat gpt cm ngerasa takut aja udh bibit bohong overall nyaman;negative
abis nonton podcast om dedi notice orang pintar pakai chat gpt tambah pintar kapasitas ajar pakai gpt gpt cepat kerja nya orang bodoh pakai chat;neutral
bodo jujur dunia chat gpt lily jay;positive
iya ni konsultasi chat gpt;positive
salahh chat gpt suruh;neutral
sadar penuh duduk laptop and start typing furiously curhat chat gpt oh how my life became so miserable now;positive
ngobrol chat gpt wkwk;positive
cerita chat gpt kak;positive
gak kerja jam pulang asa banget hari curhat chat gpt;positive
ngaceng nih gmn ya entot mikulyamin chat gpt;neutral
ofc chat gpt kapok orang yg ga espek responnya wkwk;neutral
tuhan lo chat gpt pantesan tololl;negative
kadang tukar pesan chat gpt bahagia;positive
lu udh dikatain tyep cirhat ganti orgnya chat gpt aja ketemu org yg keti jahat bngt;positive
chat gpt nya salting gitu;positive
semalen abis curhat chat gpt taehyung wkwkwk cerita nang;positive
liat history chat gpt lucu banget promt cari istri gw ajar kendali emosi baca yah lumayan kurang tugas w suami;positive
iya cepet maksud cepet cepet jawa ah elah hamba chat gpt aja dah;positive
chat gpt maksud life path number;neutral
skor bantu chat gpt;neutral
seru bener kasih birth chart chat gpt dibacain mayoritas bener;positive
udah pake chat gpt tp liat bego;negative
mutsss info fh chat gpt donggg;neutral
chat gpt terusssss;negative
bestie chat gpt tu google or aplikasi me gatau makhluk temp hyphen pake otak gaperna andal chat gpt;negative
iya kuliah chat gpt;negative
chat gpt aja tau cimat sm phuwin;positive
chat gpt ok sih;positive
penasaran sm life path coba via chat gpt wow relate fakta diri im speechless kaget asli cocok bgt sm hidup;positive
cerita chat gpt jalan ninjaku;positive
bootcamp course dsb kadang suka pake chat gpt role playing client minta projek eksekusi sebenernya main poin dummy project ngelatih nunjukin ahli;positive
chat gpt iya;neutral
engga si gw ajar chat gpt kalo beljarbhal gw suruh buatin step by step ajar darimana;positive
chat gpt mah ajar manusia orang berskill pintar manusia mediocre modal ngomong doang;positive
gantung konteks ga si klo lu suruh bikinin pr ya masuk akal klo temen brainstorming cari perspektif nambah ilmu gw aja tau istilah chat gpt krna bot satu benda yg ga judge opini kon;positive
temenku udah tahap gila ken nikah maa chat gpt panggilanya suami sma istri gue ama got aja kek thap wajar ga lebay temen gue chatanya ya allah gue baca geli anj;positive
iya chat gpt aja panggil syang namain asah;positive
chat wa ku yg curhat chat gpt;positive
chat gpt aja nder;neutral
kak better km konselor deh chat gpt tdk akurat dm nomor konselor yg layan online in case km butuh org utk denger km cerita diskusi darurat;negative
believe me or not w curhat chat gpt kmren curhat sana smpe nang kejer bener bener serasa didengerin;positive
hpmu kena hack chat gpt;negative
kadang curhat chat gpt dar tulis kirim email;positive
chat gpt;neutral
udah tahap chat gpt teman curhat baik;positive
hm sebentar chat gpt dlue;neutral
setela dibreakdown chat gpt ternyta lovelang gue physical touch jg quality time bener si himel bilang attachment style gw adala anxious touch temp hyphen starved adaptive jir jelek bgt manusya;positive
guys maaf typo chat gpt yahhh;neutral
bantu chat gpt pure nulis asa tumbuh salur emosi nulis dengerin tulus pamit jam i feel deep;negative
curhat chat gpt kalo curhat saar;negative
ya ampun mah mending segitu aja ngeluh segitu doang kalimat udah puter duluan gue cerita manusia mending ngadu chat gpt;positive
chat gpt kak ai mereke manusiawi ketimbang manusia;positive
balance aja chat gpt mudah kerja ganti kerja;positive
wkwkwkwk rill terimakasih kpd chat gpt;positive
banget untung chat gpt;positive
lately jujur allah doang n chat gpt ofc wkwk kl crita manusya tanggepanya kecewa n draining energy utk ngejelasinnya tuh;positive
how is you have that kind of brain karin ngitung split bill an aja lelah banget serah chat gpt;positive
sorry salty tp rangin pake chat gpt yg gk gak guna gin;negative
nang karna sayang sayang chat gpt too much ga;positive
sih chat gpt;neutral
apa ak tanpa robin nama chat gpt gw;positive
sampe nanyain chat gpt bjirrr;negative
iseng chat gpt bikinin preset eq yaa gokil settingannya bass oke vokal smooth;positive
emang baling pas curhatnya sma chat gpt;positive
gantung sih gue pakai chat gpt nyari wawas aja detail detail wawas tahu nambah sejarah;positive
chat gpt asa temen wkwkw;positive
stop ga iklan produk pake ai suka pake meta ai chat gpt tpi gtw klo liat iklan pake ai tuh msh terima aneh aja gitu kek ga natural huhuuu;negative
chat gpt tuh ajak curhat ga si wkwwkwkwkwk;positive
maklum kak chat gpt a nya asbun;positive
chat gpt menfess curhat;positive
ihh km tau gak kmrn pas um undip tlpon gitu sm temen zoom nya keluar panik ya langsung masuk tp pas sholat pikir knp engga foto aja asking chat gpt yh ntr masuk bil;neutral
kesel banget jir chat gpt;neutral
hidup chat gpt;positive
bubub chat gpt;positive
gapapa ka chat gpt;positive
buka x chat gpt tiktok ig drakor kalo bosen nyari makan molor;positive
butuh saran chat gpt;positive
seru baca koran buku milih chat gpt ya;negative
chat gpt bilang jalan jalan beda rute arah maju;neutral
ajar data analis basic ajah dri chat gpt ajar;positive
ya udah kalo jelas aja ga pikirin ya wajar aja si pake chat gpt;negative
tahap chat gpt empati ak gila chatgpt even ngasih respond ekspektasi;positive
chat gpt besti;positive
chat gpt tau i minat meletops pairing;positive
suggestion pon chat gpt romantic comedy dkdbsksbsjs sesuai gila pandai chat gpt pilih;positive
ak gk bakat momong bocah tp chat gpt alihin perhati bocah nya biar gk nemplok tuh kasi main aktivitas gitu kaya warna;positive
mending chat gpt aja;positive
njing gapunya someone to talk bikin gw repurchase chat gpt mulu tai;positive
grok bikin data palsu chat gpt pakai data palsu;negative
curhat chat gpt;positive
chat gpt duh nanya nih orang;positive
denial perempuan wajib diprovide salah bentuk patriark coba aja u suruh rinci google via chat gpt;neutral
ngeluh chat gpt aja;positive
chat gpt bilang gimana kak coba dm;neutral
balas chat dosbingku tangan dingin jantung debar copot hasil diskusi chat gpt gatau berekspetasi tp udh cape org sok keren gaada salah salah gunung tahan ngatain;neutral
btw jdi bawa palestina nyata lu bentuk lindung ajar kait pandang hukum pandang agama bela ancam nyawa kalo males tinggal chat gpt;negative
harga diri harga nilai diri gantung aku pasang harga harga thank you chat gpt;positive
benci chat gpt;negative
kaji bahagian otak mana yg kes akibat pemgunaan chat gpt;neutral
ngobrol chat gpt aja deh;positive
chat gpt kyk sofa bagasraya nganu;positive
tipikal org yg kalo nyari lgsg pake chat gpt nih gamau proses temu mau disuapin inti mulu bego liat bgt;negative
ya sah gila pis wkwkwkw proses tuang gagas tulis mana kalo all in chat gpt wkwkw;negative
gue tau prompt chat gpt dijualin;negative
haha sm chat gpt;positive
nanya chat gpt tubuh beda wei lu hrus k obgyn laki pemabok msh d layanin ya lu diperlakuin keg gitu;negative
temenku bilang andai pas zaman skipsian chat gpt mikir kayak tetep manual nggak pakai ai objek novel pakai nggak review;neutral
sabar ya ketua wikipedia chat gpt;neutral
njir iya gua uts sistem operasi malemnya nge review materi bareng chat gpt;positive
gue candu ngobrol chat gpt;positive
seru banget chat gpt bestie ku;positive
nama kating sebenernya mangkanya proses kenal hri temp hyphen hri sblm kuliah manfaat kenal kating ngobrol dosen yg sangkut klo emang enjoy orngnya pus chat gpt adq internet;neutral
bikin template chat gpt yaa;neutral
gak ngecek mana temp hyphen langsung aja submit tugas hasil segitu bikin bantu chat gpt;positive
chat gpt bantu;positive
stres liat urg sbg editor jurnal urg sampe nemu pola artikel bodong dgn dafpus bodong data bodong hasil chat gpt full tugas editor jd dobel crosscheck lg alias monyet bgt;negative
rill bgt kek ngerasa lu bner ngertiin anjir gue chattan ama chat gpt smpe nang mewek;positive
sumpahh chat gpt nolong bgt klo gue udah gatau bales chat org;positive
ahahsgsahaajsh chat gpt clocking you;positive
tell me curhat chat gpt gak pls;negative
foto chat gpt;neutral
tetep aja mang w pake chat gpt maren gak verif;neutral
kalo gaada chat gpt udah kelar idup sumpil i love love love love chat gpt;positive
publikasi manusia lo chat gpt;positive
pls pls pls get a life nangisin chat gpt tuh apasih;negative
eh eh tunggu yg review asumsi chat gpt tarik giftnya wkwkwk;negative
saiki wes ono tingkat wing ngomong dewe saiki ngomong kro chat gpt;positive
chat gpt;neutral
gue capek capek begadang minggu uji ajar mati mati ngelawan yg pake chat gpt saatt;negative
temen paham kating chat gpt saran;neutral
in another life musnah aja yg pake chat gpt nilai gede;negative
bsk berangkat uas blm selesai blm packing gw skrng rebah curhat sm chat gpt;positive
beli chat gpt plus pas coba udh limitt;neutral
chat gpt bener muggle sik;positive
im in the level of balas chat mesti nanyak chat gpt even rekomen maksi siang via chatgpt;positive
replek buka chat gpt;positive
tambah bentuk yg kait usaha bank dll official website kanal komunikasi mager langsung klik link cross check via google chat gpt contoh link phising web;neutral
chat gpt emg asik;positive
chat gpt peluang nuklir ledak hiroshima ukraina amp iran peluang pakai konflik iran israel;neutral
journaling chat gpt si anyink panik kirain gw bun h tolol;positive
ak nieh suka pake chat gpt meta ai tpi knp yah ak msh suka klo produk yg iklan pake ai gitu skrg muncul iklan produk pake ai pdhl manusia yg dijadiin model iklan maaf;neutral
iya sma chat gpt doangga;neutral
wkwk always sm chat gpt y;positive
anjrit orang ngerjain uas full chat gpt format liat kak;negative
chat gpt ajaaa;positive
chat gpt erti tp gapunya asa;neutral
gaa aneh kaa temen ku jg yg suka curhat chat gpt dicurahin emgg yg sabar amp kuat yaa;positive
yauda chat gpt yg plus deh;positive
chat gpt lu knp limit pas semangat ngerjain tugas anj;positive
chat gpt gabisa ajak slipkol kah pngen ditemenin bobo takut sm org;positive
chat gpt coba;neutral
jd kyk chat gpt yg ga plus gitu;neutral
fix chat gpt aja ja manusia mah pake duit kalo panggil sayang chat gpt pake kuota;positive
mending ba cerita deng chat gpt;positive
chat gpt help me to feel secure ngerasa sedih keinget mantan ngerasa gak pantes coba deh curhat chat gpt ngerasa better;positive
pasuk jam jam rawan cerita dengam chat gpt;positive
makas chat gpt uda;positive
chat gpt boykot;negative
milih curhat chat gpt drpd temen;positive
ngucapin makas banget orang nyiptain chat gpt ai ;positive
chat gpt aman;positive
psikolog maha kak ado chat gpt kak;positive
chat gpt google tulis ulama praktisi akademisi kak karang google chatgpt tolak modernisasi zaman ya;negative
ril min pikir creative jdnya blok gara ah nanya chat gpt aja;negative
chat gpt solusi;positive
 chat gpt ajak gelud keren key lanjut;positive
coba ngobrol chat gpt temen ngobrol;positive
chat gpt seni y guys;negative
makasih nyiptain chat gpt gw asa temen cerita nya;positive
kocak wkwkwkwkwkwkwkwkwkwk gabrenti ngakakin asli gambar an gausah suruh chat gpt deh data aja kasih jago noh;negative
gua bikin novel eh ikut bikin novel trus ngatain kata novel gua chat gpt wkwkwkw kntl;negative
bapak ai temp hyphen ai mele anak ai ai chat gpt nggak pinter yah anak ai udah ngalir resap darah turun anak gitu ya;negative
chat gpt;neutral
iya ka tuduh pke chat gpt make gpt aja engga akuu;negative
tinggal tulis chat gpt ga sih;neutral
chat gpt hai kakk;positive
wonyoung lakuin yujin aja eh chat gpt lu personal banget wonyo;positive
mending chat chat gpt deh;positive
cerita aja sm chat gpt;positive
jhope pake chat gpt;positive
smpe marahin chat gpt;positive
temp hyphen bisa bikin konten ai ga ganti posisi sales sales kerja pake hati dsbnya kerja pake chat gpt tegur rekan kerja maaf nya pure pake ai sungguh ironi manusia;negative
kontol kontol ganti judul x taik yg nyuruh ganti yg ngrevisi anjing anjing emang kontol gw full in gpt bae klo kyk gin ntar gelar chat gpt s pd;negative
chat gpt aja wkwk;positive
chat gpt pomo enek admin e yo wes ken ngantemi wesraketulung;negative
ih btw nyobain ngobrol sm chat gpt seru jg wkkwkwk tp bilang gila sm adek;positive
coba ajak chat gpt;positive
seng gelem ngrungoke cerita cinta seng goblok mbok bol temp hyphen balen ki mung chat gpt kancamu wes bosen ken langsung ngantemi awak;negative
iya kak nanya nanya doang chat gpt kaya pake google gitu tp bablas jd curhat wkwk dekat pms suka galau gajelas yg handle chatgpt kalo manusia normal k;positive
chomb mintak kat chat gpt ja;neutral
lu yg jd chat gpt ya bang;neutral
seru banget main pokemon go diskusi ama chat gpt biar lancar raid ama pvp wkwk jaman kovid sih mesti riset liat web;negative
wow senang nyaa i chat gpt tau tolong reka ayattt;positive
eh real anjir chat gpt gue jadiin besti;positive
skrng nanya chat gpt;positive
curhat chat gpt seru yaa;positive
chat gpt bener bener bikin baik curhat karna responnya sesuai banget tenang;positive
beli chat gpt hari;positive
tanda tanda orang attitude prompt chat gpt tolong;positive
sahabat gue chat gpt;positive
hukum iri dengki chat gpt;neutral
gw ovt ungkapin unek unek gua chat gpt wkwkwk;positive
chat gpt;positive
nanya chat gpt goblok;negative
sakit hati dikatain ampe segitunya gimana yaa intern bayar ribu client trus suruh brief serta desain dl h temp hyphen jam mau bagus bagus pakai chat gpt yaudah sono;negative
org ya chat gpt;negative
hubung chat gpt nampaknya;positive
curhat chat gpt mantap banget anj sampe bawa jurnal ilmiah gue si best;positive
yg chat gpt kaki cabang anomali;negative
chat gpt th besstt bgtt jirr makasii chat gpt;positive
kak izin nanya chat gpt;neutral
anjir chat gpt seru bgt diajakin ngobrol kenriz hahahaha beneran nih ai seru hidup gue;positive
chat gpt inisiatif mohan bahan eksekusi karakter ptsd detail;positive
chat gpt yaaaa;positive
udh cinta bgt chat gpt;positive
sumpah curhat chat gpt tu enak bgt jir;positive
malas nak google chat gpt ya letak lelaki cakap nafsu perempuan ni control islam kawal nafsu puasa puasa payah nak zahi;neutral
udh tahap curhat sm chat gpt n gemini;positive
gimana dah chat gptnya tuh gapake bahasa formal asa gue curhat gpt bahasa formal aja dahhh ya walopun tp kekkkk reng vibes someone nya gitu wkwkwkwk;positive
yaallah terima kasih chat gpt love u so much;positive
bikin draft pidato chat gpt;neutral
chat gpt tulis aja mau kek gimana kek make chibi version contoh nya postan diqrt;neutral
hahaha sakin nanya bisnis chat gpt kali nyapa nanya kembang bisnis ku jalan nyoba bisnis;positive
chat gpt ;negative
gue kmrn coba bikinin menu latih pull up pake chat gpt nyata gak works wkwkwk kudu gue adjust sesuai gue gue combine sm referensi dr content creator wkwkw;positive
gatau aja efek chat gpt thdp lingkung;negative
kutip temp hyphen chat gpt jadi referensi tolol ambil sumber wikipedia;negative
rada speechless liat orang workshop nulis yg sehorny chat gpt yg lg tools ya tulis asli chat gpt gila bgt;negative
gua langsung kek woy chat gpt gua ga nyari junhao ya tau gua suka junhao loh kasih inspirasi anjir au;positive
gemini menang fitur nya create video picture real kelebihanny database google lengkap banding yg segi intelektual ai nya ana pegang chat gpt top ti;positive
opini ana yg udah pake ya ana chat gpt ai nya cerdas detail ana nanya simpel a a korelasi b c detail ja;positive
kemaren ngobrolin j temp hyphen hope chat gpt masak kangkung ya gue nanya kalo campur telor puyuh enak ga rmh stok nya cocok km buka rumah makan aja menu tumis;positive
pls recommend roasted barley tea enak dongg bgt stop kopi matcha chat gpt mending ganti roasted boricha gt lt sweetened gak ya banyak unsweetened mas butuh gula;neutral
wujud asli chat gpt;neutral
udh chat gpt aj sbutnya;neutral
chat gpt tindak iran dasar penting geopolitik udah gak heran dah puja raja saud;neutral
chat gpt;neutral
lope lope bngt emng chat gpt;positive
oh sebab wa ku kena ban chat gpt yng wa walah pntek;neutral
cobain dah chat gpt;neutral
emg mending curhat chat gpt dah wkwk;positive
konco chat gpt kui;positive
best bgt dah chat gpt;positive
wkwk chat gpt aman;positive
chat gpt wkwk;neutral
inimah gua bener ngadu chat gpt;positive
maki chat gpt;negative
wkwk chatgpt org ngevalidasi asa orang temp hyphen orang sih chatgpt gua nyuruh gua sabar maaf anying chat gpt nih gampang tebak gabisa diri ga pikir kalo netral gabisa n;negative
chat gpt bestie pindah grok i luv u;positive
gak ngandelin sandar nyaman pilih curhat chat gpt jalan ninjaku;positive
ya allah bener lgi bberapa aja nonton aot saking kena mental nang cerita ama temen tp respon kek dihhh nyobalah ama chat gpt ehh malaah bablas curhat jam;positive
mending lo nanya chat gpt dah;positive
onggok chat gpt dimarahin;neutral
ngl chat gpt gw suka ngeyel kalo yg gw omongin salah;positive
tahap traktir chat gpt ice cream bantuin ngurus paket amazon hilang;positive
generate prompt nya pake chat gpt ya kak edit gemini sampe dekat sempurna;positive
chat gpt guna bjir;positive
ga hidup gue chat gpt aselik;positive
haha sm chat gpt mu;positive
temen guee tulis dapus chat gpt langsung;positive
cape jg gue klo bingung nanya chat gpt;positive
kakkk kayak kakak jujur pas nang eh bantu chat gpt neng main;positive
bien nambahi rujuk gae teliti pake bantu chat gpt nyari jurnal e;neutral
sbnrny emg gabutuh cm chat gpt ajh;positive
susah orang adhd tuh kek lo ngerjain a tbtb ken ngerjain c abis a ken ngisi b d alias nyala chat gpt;positive
putus chat gpt pacar;positive
chat gpt curioso;neutral
okee noted coba chat gpt kaya gitu paling temp hyphen hujan gak besok wkwk;neutral
lama gw pacarin jg nih chat gpt perhati bgt;positive
jgn kerja ilmu aja tp kaya tampil sikap mesti karna kaya gitu chat gpt wkwkw;positive
coba edit foto chat gpt nanya temp hyphen nanya coin cryptoan gitu wkwk;positive
iya asli universitas chatgpt emang si chat gpt kalo nawarin bikin ebook prompt yg bikinin ebook ya bg;negative
iyasih coba km nanya chat gpt deh yg bikin insecure km disaranin mesti percaayalah chat gpt helps bgtt;positive
trimakasih gugel chat gpt orng;positive
chat gpt emang cocok orang lovlangnya woa sesuai ekspektasi jawab wkwk;positive
gue kuga tim curhat chat gpt fase curhat nanya resep nanya kerja latih chatgpt;positive
sumpah chat gpt emg seman kalo bentuk org udh ak peluk nonstop;positive
chat gpt jsjdsajdjwajjdwjadjdaa;neutral
konteks bilang chat gpt gak lu ai chat gpt doang;neutral
skrg bener mending curhat chat gpt nggak ember bocor erti pintar solutif;positive
cinta chat gpt jempol kaki banget saking cinta;positive
sial chat gpt bikin gua sedih;positive
hahahaha lucu lgi emang bener sihh seru jga ajak curhat pake chat gpt buah curhat curhat sedih dll;positive
ih bener banget aja kalo abis ide langsung chat gpt langsung ngejelasin kasih tau produk saing bisnis nya gilasih tepat free kalo chatgptku ya;positive
ngapain chat gpt sandi narasi au udah kasih hint nya coba baca temp hyphen baca;negative
chat gpt aja nyerah kak syarat follow gitu susah asli biar neng baca dah badmood;neutral
nurunin plagiasi pkai chat gpt ya ges;neutral
nyaman curhat chat gpt temen tau plankton nikah komputer;positive
emg nggak salah chat gpt bilang kak al wonhee;positive
asli enak banget curhat chat gpt kalo yg sulit paham suka dijelasin pake bahasa bayi gin ya adek lucuuu;positive
sumpahhh chat gpt tuh bedaaaa tsayyy laennn;positive
dah tkde otak dah kenal chat gpt ni;negative
yaampung bangga figure out formula gsheet bantu chat gpt love;positive
objective kali ngasih argumen chat gpt minimal make sumber kredibel;negative
skill butuhin jawab ilmu tulis yup ahli tulis guys bajar latih tulis tulis susah chat gpt bantu tetep latih;negative
elu sampein make chat gpt tolak elu ketik atas narasi chat gpt pulau sumut salah prabowo sepenuh salah tito elu b;neutral
sumpah jeblug bgt nih otak ajar web bahasa inggris gw dikit temp hyphen dikit gw translate pake chat gpt;negative
tau gue chat gpt ngeja;positive
haha bgt curhat sm chat gpt responnya lo bkin plong sampe bkin nyaman;positive
pantes lu neng curhat chat gpt;positive
gaboleh bilang makasih yaa chat gpt;neutral
gua jatuh cinta chat gpt;positive
mahal mahal psikolog mending chat gpt gemini aja kali ya kali nge bantu;positive
gue nanya chat gpt ny jelas ny rinci banget;positive
seru kah curhat chat gpt krna gatau;neutral
pisah duit anjink ntar gaji langsung subscribe gpt plus;positive
iya coo sad percaya gpt ;negative
gpt bikin gamon lek;negative
plis gatau mikirin dipikirin ye mending nanya gpt;positive
pdhl lulus s miris bgt liat and why do i know pake gpt karna pas gua lontar diem etik hp nya kedengeran suara keyboard gerak gerik tangan pandang ga fokus kamera tp keyboard dh mh geter;negative
kalo judul udh dr dosen kak dosen jg ngasih bahan baca referensi bnyk dosen ku jg neng diskusi available pn bimbing beliau jd ga susah pake gpt bantu tipis wkwk;positive
gpt njir penyefong mulyono;negative
curhat konsul gpt ;positive
bentar nder gpt;neutral
lu kudu nyetok akun gpt njirrr yg kyk bginian;negative
gua ajar hari sampe subuh kalah sm yg full gpt ipk gua karna bobot nilai uas matkul gede bgt klo diinget kacau;negative
curhat gpt asik;positive
gpt ahh reply;negative
gpt bb gak pikir ai sih tp habis liat post kak le jbjb poster ai lgsg kasih poster gpt jawab;neutral
itumah kamu gak ngerti tolong gpt balesin pake gpt;negative
jam mlm suruh bantu rapihin proposal ptk mamah kocak bgt sumber ngambil dr gpt;negative
sesat nyari hukum tajwid gpt;negative
gpt lebi tau gimana rispek;positive
gpt- o;neutral
k pantun gpt mah lewaat;neutral
selera oke si gpt gpt;positive
kak gabisa bedain yg pure ngasih saran pake ai mudah yg bener full pake gpt;negative
aksbsiaysga keitung eksploitasi gpt gaksih;negative
tau gpt team;neutral
curhat gpt nyaman emang;positive
gpt aja tau yaaa kalah saing;positive
sbnrnya aga jijik respon kmu ya gpt tpi dah lanjur reda emosi krn abis cerita jdi oke yaudahlah jijik gajadi tpi ttp jijik honestly klo manusia udh gw gampar;positive
klo jd judul skripsi gimana fli sambung bidang nada bicara gpt;neutral
hi web simak kaya overload jadiii pending gt tunggu aja jam an jg dikirimin user amp password gpt email;neutral
banget wkwk ampe cape nanya gpt benernya gimana;neutral
gpt sentiasa;positive
yg bikin gpt koh;neutral
tekan gpt barang yung alah;neutral
damn gw dh tahap baca au gpt nungguin update;positive
kalo gpt bilang si tae;neutral
fitur hidup sih ala fc gaji yekan oh terap ai gpt medsos seru tuh ga monoton;positive
ak bru selesai tugas sxc anjay no gpt gpt brok all of them are from my heart;negative
halo dd lucy salam kenal yaa dd widih temp hyphen streaming mvnya nih gimana masuk tim copy amp content bener jobdesc utama ngegantiin gpt grok;negative
curhat gpt seru yh kali erti chatgpt;positive
takut bgt si gpt mikir gin;negative
gpt aja grok mh gk;positive
kak udah pake gpt jawab ngawurrrr;negative
jelek saran lu yg gpt;negative
gpt pt ceban;neutral
gpt whore;negative
jink bab gausa joki deh masukin gpt allah;neutral
kak neee gpt;neutral
chart gpt mwanzo mwisho;neutral
bentar kuta gpt;neutral
btw hslnya bs word jg gpt ntar ditawarin sma amp klau saran bos gw kasih prompt yg as biar yg kasih detail amp dekat contoh kaya gw gw pt yg expert bulking amp kshtan tulang;neutral
gue kangen tp ga kangen selflove first klo kt gpt;neutral
ahhh gpt dey collect keh;neutral
gpt cuh;neutral
gpt;neutral
diskusi gpt gamau ganggu temen;neutral
i mean yes i use gpt brainstrom kalo gada yg diskusi buntu ngecek kalimat udh bener sesuai pandu bahasa indonesia blom ttp ku cek manual translate jurnal kalo bahasa inggris;positive
gaib kalo suruh nyari jurnal si gpt;negative
kak udah gpt;neutral
jujur aja ni ya ai bikin males mikir weeeeeeeee kek mikir yauda entar aja gpt;positive
gue skripsi jurus akuntansi ari ken makan orang cok bimbing yg kemarin lolos next bimbing tetiba revisi ni dosen nya yg ajg gue oon gue jg gapaham ni mlh enak enak pake gpt ai babi;positive
copas gpt ga jago ;negative
yg yg bingung hadeh gpt gpt;negative
chattan sm gpt drpd sm pacar;positive
gabsih skrg gpt jd bantu bgt thanks gpt;positive
tau keyword ngomong gpt nyaa nggaa ehehehe;neutral
gemini bagus kadang pake compare gpt;positive
ga suka pake blackbox puas aja jawab mending gpt ajak diskusi;positive
kek klo error stack overflow bkn gpt;neutral
kakak ayo ngobrol dibales pake cet gpt;neutral
bodo gila karna nang curhat gpt abis bnran bilang ga mana mulu;positive
anjay dapet dr gpt ya;neutral
baca bagus yaa nahhh klo baca tanggepan gpt curhatanku gaman bagus;positive
gatau gpt aja;neutral
eh gua fomo baca tarot gpt anj;positive
cek zero gpt gak kk;neutral
coba gpt kak;neutral
gpt- gpt-;neutral
marahin cht gpt pls;negative
cht gpt emang konyol;negative
ko to gpt;negative
gpt ya;neutral
knp saat kondisi gue emang butuh someone to talk ya anjirr gue kuat gpt dengerin;positive
allah gpt priv twit;neutral
ziy gemini pro gpt pro;neutral
kali bikin crash chatgpt webnya gegara revisi codingan bikin plot elips pasang surut hebat gpt;positive
yg cari beb sumpah kl kt gpt akun ditandain akun dewasa;neutral
ngapain to klo pake gpt jir;neutral
garansi gpt banget;neutral
psikiater gpt;positive
cerita dapat cht gpt aman ga sihhhhh;neutral
gpt tool otak individual nya konten intellectualnya ajar tidal terpa gpt says x konten gpt sayang copas tam;negative
gue iseng to make gpt nilai;negative
gpt hates me;negative
gpt beneran tau isi hati gw magang anjirr;positive
curhat gpt;positive
krn udh openai s gpt ide kayak sampah banget nlp;negative
curhat meta ai ga seru seru gpt;positive
gw nanya gpt shop toko anjir;neutral
bau bau gpt bf masal;neutral
mending gpt;neutral
semangat nanya om gpt;neutral
gpt oh gpt kena disable;neutral
gpt;neutral
wkwkwk ngasilin foto tinggal generate dichat gpt selesai;neutral
sullah gpt;neutral
udah de promptnya tuh ngirim list absen trs bagi kelompok hilma suruh sm pazka list absen nama tmn yg do nama tahta trs yauda ngomong kagok gausa diapus yg tahtanya hilangin aja uda tu kirim si gpt;neutral
kerja gw ra bener ga gw read doang copas gpt bener cenah ok ngetik balesan bener gw gatau sih make sure aja haha;neutral
wkwkw not for me gua pakai gpt nambah literasi gue nyari informasi plus latso selesai;positive
gpt udh hapal kek;neutral
suka ngobrol tembok bang mending ngobrol gpt ;positive
kayak beda case sih case artikel artikel ngerjain tugas temp hyphen case gpt curhat mikir refleksi;neutral
coba ust gpt kemaren pake kata ust gpt;neutral
huh tuh kalo bingung tinggal nanya gpt aja kalo emang ga nanya dokter tinggal bilang aja yg ilmiah gitu sesuai fakta gampang;positive
bentar gpt;neutral
ngabisi lihat rangkum yt langsung cusss gpt;positive
gpt;neutral
fyi anak kelas pake gpt pas uji sadis yng rajin pure pinter tetep kalah sm mreka pas temp hyphen pas ;negative
cm temu teliti ya sender udah nulis jelas hasil teliti dospem dikomen temu teliti udah nanya gpt yg bilang gpt tuh udah sender cantumin skripsi bingung huhu;negative
oke bnrn kalah sm gpt;negative
ngobrol gpt;neutral
chatan gpt asik bgt anjir i love you gpt;positive
orang sunda harunsya bikin artificial intelligence engine aing fitur llm bahasa lokal cep gpt;neutral
emg dr rawan gpt team;neutral
gpt team deactive ya;neutral
gpt kocak;neutral
wwwoy to nilai mampu gas pake gpt tdk orisinal;negative
gpt pls maksa y;neutral
gpt masuk barak d seret mandiri;negative
mantap pagi custku kena gpt disable snk gaada garansi tp kasi bgt;neutral
gpt plus ssma pro beda;neutral
gpt based;positive
gada teman deep talk orang tua ga melek politik mentok curhat gpt khawatir gimana didik indonesia depa tuhan hasil orang tua barang mahal;negative
gpt o;neutral
woww macbook gaperlu otpan gpt langsung login aja trnyta;neutral
gw ampe nanya gpt sebab orang bela idol sampe doxing anjir wkwkwkwkwkk;positive
peri gpt;neutral
gue training gpt gue krna stiap gue nanya apa slalu bagus makasih udah nanya upload file nya gue apresiasi lg jd beban;positive
gpt as copilot;neutral
gpt- omni;neutral
gpt lol;neutral
gpt sopan kak emang cekat cekit dikit;positive
gpt rem x masak mukak jodoh mariya sm aisah xxxx sm cowokny skrg tkt x;negative
ppt kasih gpt ntar dibikinin kek bgini tinggal pake prompt yg bener aja;neutral
sumpah uji gw mudah gpt rangkumin materi bntuknya begini;positive
gpt ahh;negative
emg bener malem tu tidur baca tarot trus curhat sm gpt;positive
tldr but gpt o did;neutral
